id	intConsecutivo	dtmh323setuptime	dtmh323connecttime	dtmh323disconnecttime	intIdFecha	intCodigoFecha	strNASIdentifier	intAcctSessionTime	intClientIPAddress	intNASIPAddress	strAcctTerminateCause	strCallingStationId	strCalledStationId	strAcmeFlowTypeaudioF	strAcmeFlowInRealmaudioF	intAcmeCallingPacketsaudio	intAcmeCallingRTPPacketsLostaudio	intAcmeCallingRTPAvgJitterAudio	intAcmeCallingRTPMaxJitteraudio	intSASCallingFactorRAudio	intSASCalledFactorRAudio	strAcmeSessionIngressRealm	strAcmeSessionEgressRealm	strAcmeSessionProtocolType	intAcmeCalledPacketsaudio	intAcmeCalledRTPPacketsLostaudio	intAcmeCalledRTPAvgJitterAudio	intAcmeCalledRTPMaxJitteraudio	strAcmeFirmwareVersion	intAcmeCallingPacketsvideo	intAcmeCallingRTPPacketsLostvideo	intAcmeCallingRTPAvgJittervideo	intAcmeCallingRTPMaxJittervideo	intAcmeCalledPacketsvideo	intAcmeCalledRTPPacketsLostvideo	intAcmeCalledRTPAvgJittervideo	intAcmeCalledRTPMaxJittervideo	intSASCallingFactorRRTpAudio	intModalidad	intCodigoGeografia	Count_intAcmeCallingRTPAvgJitterAudio	Count_intSASCallingFactorRaudio	Count_intSASCalledFactorRaudio	Count_intAcmeCalledRTPAvgJitterAudio	Count_intAcmeCallingRTPAvgJittervideo	Count_intAcmeCalledRTPAvgJittervideo	Count_intSASCallingFactorRRTPaudio	strAcctSessionId	intIdSAScallingdomain	intIdSAScalleddomain	intIdAcmeSipEstado	intIdSASIngressRemoteAddrIP	intIdSASEgressLocalAddrIP	intCodigoGeografia	strCodigoCiudad	strNombreCiudad	strCodigoDeptoEstado	strNombreDeptoEstado	strCodigoPais	strNombrePais	strNombreRegion	strTipo	strCiudadCapital	dtmFechaInicioVig	dtmFechaFinVig	dtmFechaModificacion	strEstado
1	709174562	2015-10-01 13:51:12.000	2015-10-01 13:51:12.000	2015-10-01 13:53:56.000	20151001	2457297	sbcmde02	164	0	0	User-Request	56424720	56424310	PCMU	core-lucia-1687	8190	0	0	21	93,23619843	93,23619843	core-lucia-1687	acc-lucia-1687	SIP	7732	0	2	4057	SCX6.3.7 MR-3 GA (WS Build 205)	0	0	0	0	0	0	0	0	93,23619843	1	10839	0	1	1	1	0	0	1	tpt8dipk6cvhu8vi8p6jikb7gchggvku@SoftX3000	709	25	0	1	0	10839	5600	CARTAGENA	130	BOLIVAR	48	COLOMBIA	ATLANTICA	NACIONAL	N	2010-01-01 00:00:00.000	NULL	2012-02-15 09:25:39.100	A
1	709174701	2015-10-01 13:42:03.000	2015-10-01 13:42:03.000	2015-10-01 13:53:57.000	20151001	2457297	sbcmde02	714	0	0	User-Request	56424720	56424310	PCMU	core-lucia-1687	35740	0	0	21	93,23619843	93,23619843	core-lucia-1687	acc-lucia-1687	SIP	35390	1	0	3164	SCX6.3.7 MR-3 GA (WS Build 205)	0	0	0	0	0	0	0	0	93,23619843	1	10839	0	1	1	0	0	0	1	2bpjvttckddujv8dgckhtujdt6ukgdg8@SoftX3000	709	25	0	1	0	10839	5600	CARTAGENA	130	BOLIVAR	48	COLOMBIA	ATLANTICA	NACIONAL	N	2010-01-01 00:00:00.000	NULL	2012-02-15 09:25:39.100	A
1	709175481	2015-10-01 13:53:17.000	2015-10-01 13:53:17.000	2015-10-01 13:54:08.000	20151001	2457297	sbcmde02	51	0	0	User-Request	56424722	56424312	PCMU	core-lucia-1687	2815	0	3	21	93,23619843	93,23619843	core-lucia-1687	acc-lucia-1687	SIP	2442	0	1	1665	SCX6.3.7 MR-3 GA (WS Build 205)	0	0	0	0	0	0	0	0	93,23619843	1	10839	1	1	1	1	0	0	1	di2cjp8tig7bh7j6kg8bcgk7buhb26hb@SoftX3000	709	25	0	1	0	10839	5600	CARTAGENA	130	BOLIVAR	48	COLOMBIA	ATLANTICA	NACIONAL	N	2010-01-01 00:00:00.000	NULL	2012-02-15 09:25:39.100	A
1	708925009	2015-10-01 12:50:31.000	2015-10-01 12:50:31.000	2015-10-01 12:53:08.000	20151001	2457297	sbcmde02	157	0	0	User-Request	56424720	56424310	PCMU	core-lucia-1687	7888	0	0	20	93,23619843	93,23619843	core-lucia-1687	acc-lucia-1687	SIP	7544	0	2	3079	SCX6.3.7 MR-3 GA (WS Build 205)	0	0	0	0	0	0	0	0	93,23619843	1	10839	0	1	1	1	0	0	1	iv87hd7pj7khv776dvgg7bcv6d6j6uhk@SoftX3000	709	25	0	1	0	10839	5600	CARTAGENA	130	BOLIVAR	48	COLOMBIA	ATLANTICA	NACIONAL	N	2010-01-01 00:00:00.000	NULL	2012-02-15 09:25:39.100	A
1	708925839	2015-10-01 12:52:52.000	2015-10-01 12:52:55.000	2015-10-01 12:53:22.000	20151001	2457297	sbcmde02	27	0	0	User-Request	56424250	56424100	PCMU	core-hantigua-0767	1343	0	0	0	93,23619843	93,23619843	core-hantigua-0767	acc-hantigua-0767	SIP	772	0	29	2280	SCX6.3.7 MR-3 GA (WS Build 205)	0	0	0	0	0	0	0	0	93,23619843	1	10839	0	1	1	1	0	0	1	hdcg7uikb8ht27p8kjvbjpkckbkih6th@SoftX3000	709	25	200	1	0	10839	5600	CARTAGENA	130	BOLIVAR	48	COLOMBIA	ATLANTICA	NACIONAL	N	2010-01-01 00:00:00.000	NULL	2012-02-15 09:25:39.100	A
1	708933614	2015-10-01 12:52:36.000	2015-10-01 12:53:00.000	2015-10-01 12:56:04.000	20151001	2457297	sbcmde03	184	0	0	User-Request	56425076	56431331	G729	core-oser	9176	0	0	4	82,38950348	82,38950348	core-oser	acc-slbmde-mde6300	SIP	9181	0	0	3	SCZ7.2.0 MR-2 GA (Build 252)	0	0	0	0	0	0	0	0	82,38950348	1	10839	0	1	1	0	0	0	1	2bj6vvuu2iiv2u628djhu6c68hupuvjk@SoftX3000	428	99	0	1	0	10839	5600	CARTAGENA	130	BOLIVAR	48	COLOMBIA	ATLANTICA	NACIONAL	N	2010-01-01 00:00:00.000	NULL	2012-02-15 09:25:39.100	A
1	708936675	2015-10-01 12:55:54.000	2015-10-01 12:56:06.000	2015-10-01 12:57:10.000	20151001	2457297	sbcmde03	64	0	0	User-Request	56432781	56431925	PCMU	core-oser	3200	0	0	3	93,23619843	93,23619843	core-oser	acc-slbmde-mde6300	SIP	3198	0	0	3	SCZ7.2.0 MR-2 GA (Build 252)	0	0	0	0	0	0	0	0	93,23619843	1	10839	0	1	1	0	0	0	1	tgpjphbbi68u7icjjdd7phjk76tuh2pu@SoftX3000	428	99	0	1	0	10839	5600	CARTAGENA	130	BOLIVAR	48	COLOMBIA	ATLANTICA	NACIONAL	N	2010-01-01 00:00:00.000	NULL	2012-02-15 09:25:39.100	A
1	708939890	2015-10-01 12:55:48.000	2015-10-01 12:55:48.000	2015-10-01 12:58:12.000	20151001	2457297	sbcmde02	144	0	0	User-Request	56424720	56424310	PCMU	core-lucia-1687	7196	0	0	20	93,23619843	93,23619843	core-lucia-1687	acc-lucia-1687	SIP	6871	0	2	3101	SCX6.3.7 MR-3 GA (WS Build 205)	0	0	0	0	0	0	0	0	93,23619843	1	10839	0	1	1	1	0	0	1	ig6k2h86pjdubpub6jv27hug68jjk6kv@SoftX3000	709	25	0	1	0	10839	5600	CARTAGENA	130	BOLIVAR	48	COLOMBIA	ATLANTICA	NACIONAL	N	2010-01-01 00:00:00.000	NULL	2012-02-15 09:25:39.100	A
1	708939968	2015-10-01 12:41:02.000	2015-10-01 12:41:19.000	2015-10-01 12:58:13.000	20151001	2457297	sbcmde03	1014	0	0	User-Request	56454119	56455884	PCMU	core-oser	50691	0	1	22	93,23619843	93,23619843	core-oser	acc-slbmde-mde6300	SIP	50699	0	1	40	SCZ7.2.0 MR-2 GA (Build 252)	0	0	0	0	0	0	0	0	93,23619843	1	10839	1	1	1	1	0	0	1	t7tv7upg8ttj7bv828guv6u626j2uuj2@SoftX3000	428	99	0	1	0	10839	5600	CARTAGENA	130	BOLIVAR	48	COLOMBIA	ATLANTICA	NACIONAL	N	2010-01-01 00:00:00.000	NULL	2012-02-15 09:25:39.100	A
1	708940975	2015-10-01 12:58:11.000	2015-10-01 12:58:11.000	2015-10-01 12:58:34.000	20151001	2457297	sbcmde02	23	0	0	User-Request	56424720	56424310	PCMU	core-lucia-1687	1159	0	0	0	93,23619843	93,23619843	core-lucia-1687	acc-lucia-1687	SIP	1158	0	0	101	SCX6.3.7 MR-3 GA (WS Build 205)	0	0	0	0	0	0	0	0	93,23619843	1	10839	0	1	1	0	0	0	1	ijv28uhiud22pjbpt6bcivhbgkc8hvb2@SoftX3000	709	25	0	1	0	10839	5600	CARTAGENA	130	BOLIVAR	48	COLOMBIA	ATLANTICA	NACIONAL	N	2010-01-01 00:00:00.000	NULL	2012-02-15 09:25:39.100	A
1	708941976	2015-10-01 12:50:27.000	2015-10-01 12:50:27.000	2015-10-01 12:58:55.000	20151001	2457297	sbcmde02	508	0	0	User-Request	56424720	56424310	PCMU	core-lucia-1687	25429	0	0	20	93,23619843	93,23619843	core-lucia-1687	acc-lucia-1687	SIP	25074	0	0	3080	SCX6.3.7 MR-3 GA (WS Build 205)	0	0	0	0	0	0	0	0	93,23619843	1	10839	0	1	1	0	0	0	1	gvjptbbt6gbvtvhph2t6t8kicp7vbi7u@SoftX3000	709	25	0	1	0	10839	5600	CARTAGENA	130	BOLIVAR	48	COLOMBIA	ATLANTICA	NACIONAL	N	2010-01-01 00:00:00.000	NULL	2012-02-15 09:25:39.100	A
1	708947758	2015-10-01 13:00:15.000	2015-10-01 13:00:16.000	2015-10-01 13:00:48.000	20151001	2457297	sbcmde02	32	0	0	User-Request	56424720	56424310	PCMU	core-lucia-1687	1597	0	0	2	93,23619843	93,23619843	core-lucia-1687	acc-lucia-1687	SIP	1446	0	4	3003	SCX6.3.7 MR-3 GA (WS Build 205)	0	0	0	0	0	0	0	0	93,23619843	1	10839	0	1	1	1	0	0	1	777vcikb8igb7cip7gc6tk2ihuju6bcd@SoftX3000	709	25	0	1	0	10839	5600	CARTAGENA	130	BOLIVAR	48	COLOMBIA	ATLANTICA	NACIONAL	N	2010-01-01 00:00:00.000	NULL	2012-02-15 09:25:39.100	A
1	708772609	2015-10-01 11:25:03.000	2015-10-01 11:25:03.000	2015-10-01 11:25:03.000	20151001	2457297	sbcmde03	0	0	0	User-Error	23807399	23827964			0	0	0	0	0	0	core-oser	acc-slbmde-mde6300	SIP	0	0	0	0	SCZ7.2.0 MR-2 GA (Build 252)	0	0	0	0	0	0	0	0	0	1	10181	0	0	0	0	0	0	0	hbktb76bktubbu2b6ig6b6uijch6tcgk@SoftX3000	428	99	486	1	0	10181	2100	CALI	760	VALLE DEL CAUCA	48	COLOMBIA	PACIFICO	NACIONAL	N	2010-01-01 00:00:00.000	NULL	2012-02-15 09:25:39.100	A
1	708773947	2015-10-01 11:27:19.000	2015-10-01 11:27:19.000	2015-10-01 11:27:19.000	20151001	2457297	sbcmde03	0	0	0	User-Error	23801048	23802553			0	0	0	0	0	0	core-oser	acc-slbmde-mde6300	SIP	0	0	0	0	SCZ7.2.0 MR-2 GA (Build 252)	0	0	0	0	0	0	0	0	0	1	10181	0	0	0	0	0	0	0	hdidvid2j7ptjg8bhg6gkc68vjgbgvk7@SoftX3000	428	99	487	1	0	10181	2100	CALI	760	VALLE DEL CAUCA	48	COLOMBIA	PACIFICO	NACIONAL	N	2010-01-01 00:00:00.000	NULL	2012-02-15 09:25:39.100	A
1	708774770	2015-10-01 11:28:24.000	2015-10-01 11:28:40.000	2015-10-01 11:28:40.000	20151001	2457297	sbcmde03	0	0	0	User-Request	23807399	23827964	PCMU	core-oser	0	0	0	0	93,23619843	93,23619843	core-oser	acc-slbmde-mde6300	SIP	0	0	0	0	SCZ7.2.0 MR-2 GA (Build 252)	0	0	0	0	0	0	0	0	93,23619843	1	10181	0	1	1	0	0	0	1	7cgjuhbibgvuj6hhg6pcpc6ic787jppp@SoftX3000	428	99	0	1	0	10181	2100	CALI	760	VALLE DEL CAUCA	48	COLOMBIA	PACIFICO	NACIONAL	N	2010-01-01 00:00:00.000	NULL	2012-02-15 09:25:39.100	A
1	708782513	2015-10-01 11:38:14.000	2015-10-01 11:38:20.000	2015-10-01 11:39:00.000	20151001	2457297	sbcmde03	40	0	0	User-Request	23801048	23802553	PCMU	core-oser	1985	2	0	2	93,23619843	93,23619843	core-oser	acc-slbmde-mde6300	SIP	1985	0	0	16	SCZ7.2.0 MR-2 GA (Build 252)	0	0	0	0	0	0	0	0	91,06330109	1	10181	0	1	1	0	0	0	1	ic2idjj7v8dt7itvvtkc62jhv8gdh26v@SoftX3000	428	99	0	1	0	10181	2100	CALI	760	VALLE DEL CAUCA	48	COLOMBIA	PACIFICO	NACIONAL	N	2010-01-01 00:00:00.000	NULL	2012-02-15 09:25:39.100	A
1	706953878	2015-10-01 00:57:05.000	2015-10-01 00:57:13.000	2015-10-01 00:57:51.000	20151001	2457297	sbcmde03	38	0	0	User-Request	23829553	23827068	PCMU	core-oser	1918	0	0	2	93,23619843	93,23619843	core-oser	acc-slbmde-mde6300	SIP	1916	0	0	1	SCZ7.2.0 MR-2 GA (Build 252)	0	0	0	0	0	0	0	0	93,23619843	1	10181	0	1	1	0	0	0	1	6p7k8dhgdijju7vbjujbuj76ghdkhpbv@SoftX3000	428	99	0	1	0	10181	2100	CALI	760	VALLE DEL CAUCA	48	COLOMBIA	PACIFICO	NACIONAL	N	2010-01-01 00:00:00.000	NULL	2012-02-15 09:25:39.100	A
1	706983010	2015-10-01 01:08:44.000	2015-10-01 01:08:44.000	2015-10-01 01:08:44.000	20151001	2457297	sbcmde03	0	0	0	User-Error	23803167	23816325			0	0	0	0	0	0	core-oser	acc-slbmde-mde6300	SIP	0	0	0	0	SCZ7.2.0 MR-2 GA (Build 252)	0	0	0	0	0	0	0	0	0	1	10181	0	0	0	0	0	0	0	2k76g72i8jiui8bdkt62tgdbbphkdjhc@SoftX3000	428	99	487	1	0	10181	2100	CALI	760	VALLE DEL CAUCA	48	COLOMBIA	PACIFICO	NACIONAL	N	2010-01-01 00:00:00.000	NULL	2012-02-15 09:25:39.100	A
1	706997491	2015-10-01 01:12:53.000	2015-10-01 01:13:15.000	2015-10-01 01:14:33.000	20151001	2457297	sbcmde03	78	0	0	User-Request	23813912	23809361	G729	core-oser	2864	977	9	260	82,38950348	82,38950348	core-oser	acc-slbmde-mde6300	SIP	2674	1172	7	799	SCZ7.2.0 MR-2 GA (Build 252)	0	0	0	0	0	0	0	0	33,73379898	1	10181	1	1	1	1	0	0	1	6tubbhtduhkpjtiiihb8gik6g2bductu@SoftX3000	428	99	0	1	0	10181	2100	CALI	760	VALLE DEL CAUCA	48	COLOMBIA	PACIFICO	NACIONAL	N	2010-01-01 00:00:00.000	NULL	2012-02-15 09:25:39.100	A
1	707084146	2015-10-01 01:56:33.000	2015-10-01 01:56:33.000	2015-10-01 01:56:33.000	20151001	2457297	sbcmde03	0	0	0	User-Error	23824478	23827869			0	0	0	0	0	0	core-oser	acc-slbmde-mde6300	SIP	0	0	0	0	SCZ7.2.0 MR-2 GA (Build 252)	0	0	0	0	0	0	0	0	0	1	10181	0	0	0	0	0	0	0	vp8h6hjcdb8ppdhgv768huvdj878hp7h@SoftX3000	428	99	487	1	0	10181	2100	CALI	760	VALLE DEL CAUCA	48	COLOMBIA	PACIFICO	NACIONAL	N	2010-01-01 00:00:00.000	NULL	2012-02-15 09:25:39.100	A
1	707084722	2015-10-01 01:56:49.000	2015-10-01 01:56:49.000	2015-10-01 01:56:49.000	20151001	2457297	sbcmde03	0	0	0	User-Error	23824478	23827869			0	0	0	0	0	0	core-oser	acc-slbmde-mde6300	SIP	0	0	0	0	SCZ7.2.0 MR-2 GA (Build 252)	0	0	0	0	0	0	0	0	0	1	10181	0	0	0	0	0	0	0	2jbht8j26udj7ucv8jh6vk2vpg6ut8hu@SoftX3000	428	99	487	1	0	10181	2100	CALI	760	VALLE DEL CAUCA	48	COLOMBIA	PACIFICO	NACIONAL	N	2010-01-01 00:00:00.000	NULL	2012-02-15 09:25:39.100	A
1	708598439	2015-10-01 00:14:56.000	2015-10-01 00:14:56.000	2015-10-01 00:14:56.000	20151001	2457297	sbcmde03	0	0	0	User-Error	23803167	23816325			0	0	0	0	0	0	core-oser	acc-slbmde-mde6300	SIP	0	0	0	0	SCZ7.2.0 MR-2 GA (Build 252)	0	0	0	0	0	0	0	0	0	1	10181	0	0	0	0	0	0	0	u78vgcv87h7tpic7khhdtcbp68g8ji22@SoftX3000	428	99	487	1	0	10181	2100	CALI	760	VALLE DEL CAUCA	48	COLOMBIA	PACIFICO	NACIONAL	N	2010-01-01 00:00:00.000	NULL	2012-02-15 09:25:39.100	A
1	708599708	2015-10-01 00:12:10.000	2015-10-01 00:12:24.000	2015-10-01 00:15:22.000	20151001	2457297	sbcmde03	178	0	0	User-Request	23813293	23808811	PCMU	core-oser	8875	1	0	3	93,23619843	93,23619843	core-oser	acc-slbmde-mde6300	SIP	8680	194	0	20	SCZ7.2.0 MR-2 GA (Build 252)	0	0	0	0	0	0	0	0	92,98789978	1	10181	0	1	1	0	0	0	1	862ccb7j886k27ikb6b7hdudddbjd6vg@SoftX3000	428	99	0	1	0	10181	2100	CALI	760	VALLE DEL CAUCA	48	COLOMBIA	PACIFICO	NACIONAL	N	2010-01-01 00:00:00.000	NULL	2012-02-15 09:25:39.100	A
1	708689253	2015-10-01 03:12:31.000	2015-10-01 03:12:31.000	2015-10-01 03:12:31.000	20151001	2457297	sbcmde03	0	0	0	User-Error	23813912	23809361			0	0	0	0	0	0	core-oser	acc-slbmde-mde6300	SIP	0	0	0	0	SCZ7.2.0 MR-2 GA (Build 252)	0	0	0	0	0	0	0	0	0	1	10181	0	0	0	0	0	0	0	k7cg7kbp2tvpidituctkt7pbbctjttj2@SoftX3000	428	99	486	1	0	10181	2100	CALI	760	VALLE DEL CAUCA	48	COLOMBIA	PACIFICO	NACIONAL	N	2010-01-01 00:00:00.000	NULL	2012-02-15 09:25:39.100	A
1	708689405	2015-10-01 03:12:45.000	2015-10-01 03:12:45.000	2015-10-01 03:12:45.000	20151001	2457297	sbcmde03	0	0	0	User-Error	23813912	23809361			0	0	0	0	0	0	core-oser	acc-slbmde-mde6300	SIP	0	0	0	0	SCZ7.2.0 MR-2 GA (Build 252)	0	0	0	0	0	0	0	0	0	1	10181	0	0	0	0	0	0	0	2khbb7d7jpbupduuu6h2vc2dk66g2v7b@SoftX3000	428	99	486	1	0	10181	2100	CALI	760	VALLE DEL CAUCA	48	COLOMBIA	PACIFICO	NACIONAL	N	2010-01-01 00:00:00.000	NULL	2012-02-15 09:25:39.100	A
1	708851139	2015-10-01 12:24:00.000	2015-10-01 12:24:00.000	2015-10-01 12:24:00.000	20151001	2457297	sbcmde03	0	0	0	User-Error	23801720	23827690			0	0	0	0	0	0	core-oser	acc-slbmde-mde6300	SIP	0	0	0	0	SCZ7.2.0 MR-2 GA (Build 252)	0	0	0	0	0	0	0	0	0	1	10181	0	0	0	0	0	0	0	hcv2kkgugj6dchphk6hk68vpbupgcdpc@SoftX3000	428	99	487	1	0	10181	2100	CALI	760	VALLE DEL CAUCA	48	COLOMBIA	PACIFICO	NACIONAL	N	2010-01-01 00:00:00.000	NULL	2012-02-15 09:25:39.100	A
1	708895543	2015-10-01 12:33:57.000	2015-10-01 12:34:07.000	2015-10-01 12:42:45.000	20151001	2457297	sbcmde03	518	0	0	User-Request	23828530	23809071	PCMU	core-oser	25889	0	1	20	93,23619843	93,23619843	core-oser	acc-slbmde-mde6300	SIP	25894	0	0	20	SCZ7.2.0 MR-2 GA (Build 252)	0	0	0	0	0	0	0	0	93,23619843	1	10181	1	1	1	0	0	0	1	c7k7j6pchvbptp7d82uu2giu6ijct7b7@SoftX3000	428	99	0	1	0	10181	2100	CALI	760	VALLE DEL CAUCA	48	COLOMBIA	PACIFICO	NACIONAL	N	2010-01-01 00:00:00.000	NULL	2012-02-15 09:25:39.100	A
1	708928770	2015-10-01 12:54:23.000	2015-10-01 12:54:23.000	2015-10-01 12:54:23.000	20151001	2457297	sbcmde03	0	0	0	User-Error	23801720	23827690			0	0	0	0	0	0	core-oser	acc-slbmde-mde6300	SIP	0	0	0	0	SCZ7.2.0 MR-2 GA (Build 252)	0	0	0	0	0	0	0	0	0	1	10181	0	0	0	0	0	0	0	hv6jhp8p67v7t2ij6t7ugtchgcgjj22b@SoftX3000	428	99	487	1	0	10181	2100	CALI	760	VALLE DEL CAUCA	48	COLOMBIA	PACIFICO	NACIONAL	N	2010-01-01 00:00:00.000	NULL	2012-02-15 09:25:39.100	A
1	708950040	2015-10-01 13:01:29.000	2015-10-01 13:01:29.000	2015-10-01 13:01:29.000	20151001	2457297	sbcmde03	0	0	0	User-Error	23816493	23816192			0	0	0	0	0	0	core-oser	acc-slbmde-mde6300	SIP	0	0	0	0	SCZ7.2.0 MR-2 GA (Build 252)	0	0	0	0	0	0	0	0	0	1	10181	0	0	0	0	0	0	0	8uc6c2biitt6dibi6jth2vdbb7b6bdg8@SoftX3000	709	9	487	1	0	10181	2100	CALI	760	VALLE DEL CAUCA	48	COLOMBIA	PACIFICO	NACIONAL	N	2010-01-01 00:00:00.000	NULL	2012-02-15 09:25:39.100	A
1	709306666	2015-10-01 14:18:41.000	2015-10-01 14:18:50.000	2015-10-01 14:20:10.000	20151001	2457297	sbcmde03	80	0	0	User-Request	23828470	23827506	PCMA	core-oser	3959	0	0	1	93,23619843	93,23619843	core-oser	acc-slbmde-mde6300	SIP	3972	0	0	3	SCZ7.2.0 MR-2 GA (Build 252)	0	0	0	0	0	0	0	0	93,23619843	1	10181	0	1	1	0	0	0	1	ut2vbgtc7hb7t2gudj8bdktvph6hj8ub@SoftX3000	709	9	0	1	0	10181	2100	CALI	760	VALLE DEL CAUCA	48	COLOMBIA	PACIFICO	NACIONAL	N	2010-01-01 00:00:00.000	NULL	2012-02-15 09:25:39.100	A
1	708953159	2015-10-01 13:00:57.000	2015-10-01 13:00:57.000	2015-10-01 13:02:24.000	20151001	2457297	sbcmde02	87	0	0	User-Request	56424720	56424310	PCMU	core-lucia-1687	4351	0	0	20	93,23619843	93,23619843	core-lucia-1687	acc-lucia-1687	SIP	3956	0	3	3083	SCX6.3.7 MR-3 GA (WS Build 205)	0	0	0	0	0	0	0	0	93,23619843	1	10839	0	1	1	1	0	0	1	t8gjt7icggik2vic2i6d8ud6dv7db78h@SoftX3000	709	25	0	1	0	10839	5600	CARTAGENA	130	BOLIVAR	48	COLOMBIA	ATLANTICA	NACIONAL	N	2010-01-01 00:00:00.000	NULL	2012-02-15 09:25:39.100	A
1	708957281	2015-10-01 12:56:15.000	2015-10-01 12:56:15.000	2015-10-01 13:03:35.000	20151001	2457297	sbcmde02	440	0	0	User-Request	56424720	56424310	PCMU	core-lucia-1687	22010	0	0	20	93,23619843	93,23619843	core-lucia-1687	acc-lucia-1687	SIP	21612	1	0	3097	SCX6.3.7 MR-3 GA (WS Build 205)	0	0	0	0	0	0	0	0	93,23619843	1	10839	0	1	1	0	0	0	1	u6vjvd8pv82667h8bk26jvckjckcdvbv@SoftX3000	709	25	0	1	0	10839	5600	CARTAGENA	130	BOLIVAR	48	COLOMBIA	ATLANTICA	NACIONAL	N	2010-01-01 00:00:00.000	NULL	2012-02-15 09:25:39.100	A
1	709296571	2015-10-01 14:18:20.000	2015-10-01 14:18:20.000	2015-10-01 14:18:20.000	20151001	2457297	sbcmde03	0	0	0	User-Error	56455210	56431102			0	0	0	0	0	0	core-oser	acc-slbmde-mde6300	SIP	0	0	0	0	SCZ7.2.0 MR-2 GA (Build 252)	0	0	0	0	0	0	0	0	0	1	10839	0	0	0	0	0	0	0	7p2bcdvi2vivk7cbvpbt7iucti77kk6u@SoftX3000	709	9	487	1	0	10839	5600	CARTAGENA	130	BOLIVAR	48	COLOMBIA	ATLANTICA	NACIONAL	N	2010-01-01 00:00:00.000	NULL	2012-02-15 09:25:39.100	A
1	709297856	2015-10-01 14:16:55.000	2015-10-01 14:16:55.000	2015-10-01 14:18:33.000	20151001	2457297	sbcmde02	98	0	0	User-Request	56424720	56424310	PCMU	core-lucia-1687	4927	0	0	20	93,23619843	93,23619843	core-lucia-1687	acc-lucia-1687	SIP	4598	0	3	3114	SCX6.3.7 MR-3 GA (WS Build 205)	0	0	0	0	0	0	0	0	93,23619843	1	10839	0	1	1	1	0	0	1	kjgktb6ppg28ivcbdicckppuh7jck2vj@SoftX3000	709	25	0	1	0	10839	5600	CARTAGENA	130	BOLIVAR	48	COLOMBIA	ATLANTICA	NACIONAL	N	2010-01-01 00:00:00.000	NULL	2012-02-15 09:25:39.100	A
1	709053315	2015-10-01 13:26:33.000	2015-10-01 13:26:33.000	2015-10-01 13:27:43.000	20151001	2457297	sbcmde02	70	0	0	User-Request	56424720	56424310	PCMU	core-lucia-1687	3552	0	0	20	93,23619843	93,23619843	core-lucia-1687	acc-lucia-1687	SIP	3219	0	4	3109	SCX6.3.7 MR-3 GA (WS Build 205)	0	0	0	0	0	0	0	0	93,23619843	1	10839	0	1	1	1	0	0	1	b8b8u6dbiip8gvpchc8ijpbgjdp72hbd@SoftX3000	709	25	0	1	0	10839	5600	CARTAGENA	130	BOLIVAR	48	COLOMBIA	ATLANTICA	NACIONAL	N	2010-01-01 00:00:00.000	NULL	2012-02-15 09:25:39.100	A
1	709053927	2015-10-01 13:26:43.000	2015-10-01 13:26:44.000	2015-10-01 13:27:52.000	20151001	2457297	sbcmde02	68	0	0	User-Request	56424720	56424310	PCMU	core-lucia-1687	3465	0	0	20	93,23619843	93,23619843	core-lucia-1687	acc-lucia-1687	SIP	3118	0	4	3097	SCX6.3.7 MR-3 GA (WS Build 205)	0	0	0	0	0	0	0	0	93,23619843	1	10839	0	1	1	1	0	0	1	cui862pi2vp87hc7gj8vtvu2ibckkb7g@SoftX3000	709	25	0	1	0	10839	5600	CARTAGENA	130	BOLIVAR	48	COLOMBIA	ATLANTICA	NACIONAL	N	2010-01-01 00:00:00.000	NULL	2012-02-15 09:25:39.100	A
1	709056869	2015-10-01 13:27:24.000	2015-10-01 13:27:24.000	2015-10-01 13:28:34.000	20151001	2457297	sbcmde02	70	0	0	User-Request	56424720	56424310	PCMU	core-lucia-1687	3514	0	0	20	93,23619843	93,23619843	core-lucia-1687	acc-lucia-1687	SIP	3185	0	4	3109	SCX6.3.7 MR-3 GA (WS Build 205)	0	0	0	0	0	0	0	0	93,23619843	1	10839	0	1	1	1	0	0	1	bpdiuigvu866dcu72j86kg2682ihbt88@SoftX3000	709	25	0	1	0	10839	5600	CARTAGENA	130	BOLIVAR	48	COLOMBIA	ATLANTICA	NACIONAL	N	2010-01-01 00:00:00.000	NULL	2012-02-15 09:25:39.100	A
1	709058089	2015-10-01 13:27:48.000	2015-10-01 13:27:48.000	2015-10-01 13:28:52.000	20151001	2457297	sbcmde02	64	0	0	User-Request	56424720	56424310	PCMU	core-lucia-1687	3205	0	0	21	93,23619843	93,23619843	core-lucia-1687	acc-lucia-1687	SIP	2851	0	4	3125	SCX6.3.7 MR-3 GA (WS Build 205)	0	0	0	0	0	0	0	0	93,23619843	1	10839	0	1	1	1	0	0	1	ip8j8vcujvtbi7i8k86kk8vgctpgp72i@SoftX3000	709	25	0	1	0	10839	5600	CARTAGENA	130	BOLIVAR	48	COLOMBIA	ATLANTICA	NACIONAL	N	2010-01-01 00:00:00.000	NULL	2012-02-15 09:25:39.100	A
